,Name,Price,Kilometer,Process,Dealer,Address
12650,2011 Holden Commodore SS,"$40,000","72,500 km",Manual,,"Mountain Creek, QLD"
12651,2019 Mercedes-Benz C43 C43,"$99,980","20,514 km",Automatic,USED Dealer ad,"Arundel, QLD"
12652,2019 Porsche Cayenne S,"$183,688","26,192 km",Automatic,USED Dealer ad,"Southport, QLD"
12653,2009 Nissan Tiida ST,"$6,990","156,402 km",Automatic,USED Dealer ad,"Bells Creek, QLD"
12654,1994 Toyota HiAce Campervan,"$18,000","140,000 km",,,"Morningside, QLD"
12655,2002 Toyota Hilux (4X4),"$4,432","184,000 km",Manual,,"Cashmere, QLD"
12656,2017 Nissan Patrol TI (4X4),"$78,000","70,005 km",Automatic,,"Mareeba, QLD"
12657,2020 Mercedes-Benz GLC 300 4Matic,"$93,490","30,967 km",Automatic,USED Dealer ad,"Toowoomba, QLD"
12658,2009 Subaru Impreza WRX (awd),"$16,000","177,645 km",Manual,,"Pialba, QLD"
12659,2017 Land Rover Range Rover Velar P380 R-Dynamic SE,"$104,500","84,500 km",Automatic,,"Benowa, QLD"
12660,2019 Mitsubishi Triton GLX Plus (4X4),"$48,990","9,112 km",Automatic,USED Dealer ad,"Goondiwindi, QLD"
12661,2019 Jaguar E-Pace D180 R-Dynamic SE AWD (132KW),"$74,900","23,200 km",Automatic,USED Dealer ad,"Southport, QLD"
12662,2012 Kia RIO S,"$6,995","280,801 km",Manual,USED Dealer ad,"Windsor, QLD"
12663,2017 Mini Countryman Cooper,"$34,999","57,700 km",Automatic,,"Caboolture, QLD"
12664,2020 Kia Stinger GT (red Leather),"$70,000","17,000 km",Automatic,,"Kallangur, QLD"
12665,2002 Toyota Hilux (4X4),"$7,000","170,453 km",Manual,,"Brisbane, QLD"
12666,2016 Holden Colorado 7 LTZ (4X4),"$38,000","97,000 km",Automatic,,"Rockhampton, QLD"
12667,2016 Holden Colorado 7 LTZ (4X4),"$38,000","97,000 km",Automatic,,"Glenlee, QLD"
12668,2007 Nissan Patrol ST (4X4),POA,"310,695 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12669,2022 Mazda BT-50 XT (4X4),POA,"1,987 km",Automatic,DEMO,"Robina, QLD"
12670,2018 Toyota Landcruiser Prado GXL (4X4),"$61,990","134,486 km",Automatic,USED Dealer ad,"Woolloongabba, QLD"
12671,2001 Hyundai Sonata Classique,"$6,490","92,751 km",Automatic,USED Dealer ad,"Nundah, QLD"
12672,2020 Ford Mustang GT 5.0 V8,"$79,990","8,109 km",Manual,USED Dealer ad,"Salisbury, QLD"
12673,2018 Toyota Hilux SR (4X4),"$48,000","113,202 km",Manual,,"Brisbane, QLD"
12674,2019 Toyota 86 GT,POA,"44,298 km",Automatic,USED Dealer ad,"Kingaroy, QLD"
12675,2017 Ford Ranger XLT 3.2 (4X4),"$48,990","65,936 km",Manual,USED Dealer ad,"Goondiwindi, QLD"
12676,2008 Subaru Forester X,"$7,500","220,333 km",Manual,USED Dealer ad,"Gladstone, QLD"
12677,2020 Porsche Panamera ,"$285,900","7,900 km",Automatic,USED Dealer ad,"Southport, QLD"
12678,1999 Nissan Patrol ST (4X4),"$8,200","180,002 km",Manual,,"Brisbane Market, QLD"
12679,1999 Jaguar S Type V6 SE,"$6,800","227,760 km",Automatic,USED Dealer ad,"Ningi, QLD"
12680,2022 Mazda BT-50 XS (4X2),POA,11 km,Automatic,DEMO,"Robina, QLD"
12681,2015 Nissan Navara ST (4X4),"$44,500","109,503 km",Manual,,"Mount Isa, QLD"
12682,1996 Ford Falcon GLI Longreach,"$8,000","282,500 km",Automatic,,"Cashmere, QLD"
12683,1996 Ford Falcon GLI Longreach,"$8,000","282,500 km",Automatic,,"Cashmere, QLD"
12684,2015 Toyota Landcruiser VX (4X4),"$89,000","106,000 km",Automatic,,"Redcliffe, QLD"
12685,2005 Mitsubishi Magna ES,"$3,999","211,000 km",Automatic,USED Dealer ad,"Mansfield, QLD"
12686,1999 Toyota Echo ,POA,"201,744 km",Automatic,USED Dealer ad,"Hamilton, QLD"
12687,2017 Porsche Macan PDK AWD,"$79,900","76,050 km",Automatic,USED Dealer ad,"Southport, QLD"
12688,2021 Toyota Landcruiser 70 Series GXL,"$122,990","2,274 km",Manual,USED Dealer ad,"Springwood, QLD"
12689,2004 Holden Astra Convertible,"$3,000","217,567 km",Manual,USED Dealer ad,"Gladstone, QLD"
12690,1998 Toyota Landcruiser Prado Grande VX (4X4),"$4,000","489,924 km",Automatic,USED Dealer ad,"Brendale, QLD"
12691,2017 Porsche Macan GTS,"$90,888","108,762 km",Automatic,USED Dealer ad,"Ashmore, QLD"
12692,2017 Porsche 911 GT2 RS,"$689,000","17,572 km",Automatic,USED Dealer ad,"Southport, QLD"
12693,2004 Nissan Pulsar ST,"$2,000","234,573 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12694,2006 Toyota Yaris YR,"$5,000","6,288 km",Automatic,,"Brisbane, QLD"
12695,2017 Subaru Outback 2.5I Premium,POA,"54,073 km",Automatic,USED Dealer ad,"Kingaroy, QLD"
12696,2003 Ford Falcon XT,"$4,000","239,000 km",Automatic,,"Ayr, QLD"
12697,2021 Audi A7 45 Tfsi Quattro Mhev,"$119,490","3,984 km",Automatic,DEMO,"Southport, QLD"
12698,2001 Mercedes-Benz SLK230 Kompressor,"$15,995","200,000 km",Automatic,,"Cleveland, QLD"
12699,2007 Hyundai Getz 1.4,"$6,900","155,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12700,2018 Mercedes-Benz GLC63 S,"$139,990","41,603 km",Automatic,USED Dealer ad,"Burleigh Heads, QLD"
12701,2006 Hyundai Sonata ,"$6,000","207,464 km",Manual,,"Runcorn, QLD"
12702,1997 Nissan Civilian Standard (22 Seat),"$70,000","195,000 km",Manual,,"Birtinya, QLD"
12703,2021 Audi S5 (No Badge),"$123,770","7,400 km",Automatic,DEMO,"Springwood, QLD"
12704,2020 Lexus LX570 ,"$165,000","19,051 km",Automatic,,"Mount Ommaney, QLD"
12705,2018 Ford Ranger Wildtrak 3.2 (4X4),"$63,990","15,600 km",Manual,,"Bray Park, QLD"
12706,2019 Lexus RX300 F-Sport,"$75,000","36,541 km",Automatic,USED Dealer ad,"Townsville, QLD"
12707,2021 Audi S5 Quattro,"$174,246","2,500 km",Automatic,DEMO,"Springwood, QLD"
12708,2017 Ford Ranger Wildtrak 3.2 (4X4),"$59,990","13,819 km",Automatic,USED Dealer ad,"Goondiwindi, QLD"
12709,2018 Mercedes-Benz C300 ,"$73,888","33,109 km",Automatic,USED Dealer ad,"Albion, QLD"
12710,2005 Toyota Hilux SR (4X4),"$7,355","231,000 km",Automatic,,"Goodna, QLD"
12711,1993 Toyota Landcruiser (4X4),"$44,490","137,325 km",Manual,,"Okeden, QLD"
12712,2021 Ram 1500 ,"$164,990","16,600 km",Automatic,USED Dealer ad,"Molendinar, QLD"
12713,2008 Toyota Hiace Commuter,"$28,000","218,014 km",Manual,,"Burpengary east, QLD"
12714,2016 Jaguar XE 20T R-Sport,"$43,400","64,000 km",Automatic,,"Carseldine, QLD"
12715,2020 Ram 1500 Laramie (4X4),"$129,888","39,323 km",Automatic,USED Dealer ad,"Albion, QLD"
12716,2008 Volkswagen Touareg V6 TDI,"$6,990","258,997 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12717,2021 BMW M8 Competition,"$299,990","1,315 km",Automatic,USED Dealer ad,"Southport, QLD"
12718,2020 Mercedes-Benz GLS 400D 4Matic,"$179,888","16,812 km",Automatic,USED Dealer ad,"Albion, QLD"
12719,2010 Toyota Landcruiser Workmate (4X4),"$55,000","155,000 km",Manual,,"Cooloola Cove, QLD"
12720,2007 Toyota Hilux SR (4X4),"$6,855","244,000 km",Automatic,,"Buccan, QLD"
12721,2018 Ford Mustang Fastback GT 5.0 V8,"$68,000","26,660 km",Automatic,,"Benowa, QLD"
12722,2022 Volkswagen Tiguan 110TSI Life,POA,13 km,Automatic,DEMO,"Robina, QLD"
12723,2022 Volkswagen Golf R 4Motion,POA,"1,504 km",Automatic,DEMO,"Robina, QLD"
12724,2016 Ford Mustang GT 5.0 V8,"$59,950","46,888 km",Automatic,,"Bridgeman Downs, QLD"
12725,2018 Mercedes-Benz GLC200 ,"$67,990","45,035 km",Automatic,USED Dealer ad,"Southport, QLD"
12726,2020 Jeep Wrangler Unlimited Rubicon (4X4),"$89,750","45,000 km",Automatic,,"Boyne Island, QLD"
12727,2003 Toyota Landcruiser GXL (4X4),"$17,400","317,069 km",Automatic,,"Brisbane, QLD"
12728,2009 HSV Senator ,"$49,000","115,222 km",Automatic,,"Boyne Island, QLD"
12729,2012 Toyota Landcruiser VX (4X4),"$76,000","170,000 km",Automatic,,"Ipswich, QLD"
12730,2003 Toyota Landcruiser GXL (4X4),"$29,900","264,378 km",Automatic,,"Redland Bay, QLD"
12731,2017 Ford Mustang Fastback GT 5.0 V8,"$62,000","34,000 km",Automatic,,"Chermside West, QLD"
12732,2021 Volkswagen T-Cross 85TSI Life,POA,10 km,Automatic,DEMO,"Robina, QLD"
12733,1999 Mitsubishi Pajero Exceed GLS LWB (4X4),"$6,900","359,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12734,2021 Jeep Gladiator Night Eagle (4X4),"$72,427","4,376 km",Automatic,DEMO,"Southport, QLD"
12735,2021 Volkswagen Golf 110 TSI Life,POA,"1,507 km",Automatic,DEMO,"Robina, QLD"
12736,2020 Lexus RX300 F-Sport,"$88,990","26,573 km",Automatic,USED Dealer ad,"Indooroopilly, QLD"
12737,2019 Mercedes-Benz GLC200 ,"$69,990","21,777 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12738,2019 Renault Master LWB MID (FWD),"$43,000","126,813 km",Automatic,,"Acacia Ridge, QLD"
12739,2006 Subaru Outback 2.5I,"$5,677","237,000 km",Automatic,,"Camira, QLD"
12740,2011 Toyota Hilux SR (4X4),"$25,000","278,140 km",Automatic,,"Annandale, QLD"
12741,2013 Volkswagen Amarok TDI420 Highline (4X4),"$25,000","235,000 km",Automatic,,"Currumbin Waters, QLD"
12742,1996 Toyota Vienta CSI,"$7,000","176,156 km",Automatic,,"Gowrie Mountain, QLD"
12743,2005 Mitsubishi Pajero Exceed LWB (4X4),"$7,800","306,000 km",Automatic,,"Brisbane, QLD"
12744,2003 Porsche Cayenne S,"$13,690","170,300 km",Automatic,,"Townsville, QLD"
12745,2021 Mercedes-Benz GLS63 4Matic (hybrid),"$292,880","5,868 km",Automatic,USED Dealer ad,"Pialba, QLD"
12746,2013 Toyota Landcruiser Prado GX (4X4),"$43,000","222,455 km",Manual,,"Kewarra Beach, QLD"
12747,1999 Toyota Landcruiser GXL (4X4),"$16,500","275,000 km",Automatic,,"Southside, QLD"
12748,2020 Jaguar XE P300 R-Dynamic HSE (221KW),"$112,900","8,205 km",Automatic,USED Dealer ad,"Southport, QLD"
12749,2004 Mini Cooper S,"$5,000","257,000 km",Manual,,"Teneriffe, QLD"
12750,2005 Mitsubishi Triton GLX-R (4X4),"$7,000","350,123 km",Manual,USED Dealer ad,"Gladstone, QLD"
12751,2011 Jaguar XJ 5.0 V8 Premium Luxury SWB,"$44,000","147,746 km",Automatic,,"Carina Heights, QLD"
12752,2017 Toyota Landcruiser Workmate (4X4),"$98,000","114,377 km",Manual,,"Mareeba, QLD"
12753,2011 Mazda CX-7 Luxury Sports (4X4),"$13,990","149,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12754,2003 Nissan Patrol ST (4X4),POA,"351,421 km",Manual,USED Dealer ad,"Gladstone, QLD"
12755,1993 Mazda 121 FUN TOP,"$5,997","300,000 km",Manual,USED Dealer ad,"Redcliffe, QLD"
12756,1988 Honda Legend ,"$10,990","253,010 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12757,1968 Ford Mustang ,"$49,000","35,100 km",Automatic,,"Chinchilla, QLD"
12758,2012 Renault Koleos Bose SE (4X4),"$12,350","218,335 km",Automatic,,"Wishart, QLD"
12759,2005 Fiat Ducato LWB,"$22,450","107,000 km",Manual,,"Brisbane, QLD"
12760,2017 Nissan Qashqai N-TEC,"$34,490","29,760 km",Automatic,,"Southport, QLD"
12761,2022 Volkswagen T-ROC 140TSI Sport,POA,"1,656 km",Automatic,DEMO,"Robina, QLD"
12762,2004 Toyota Landcruiser GXL (4X4),"$33,000","345,000 km",Automatic,,"Bundaberg, QLD"
12763,1995 Toyota Landcruiser GXL (4X4),"$43,000","370,000 km",Automatic,,"Willow Vale, QLD"
12764,2009 Nissan Navara ST-X (4X4),"$16,000","246,000 km",Manual,,"Maryborough West, QLD"
12765,2009 Nissan Navara ST-X (4X4),"$18,850","212,500 km",Manual,,"New Farm, QLD"
12766,1996 Toyota Landcruiser (4X4),"$16,500","230,000 km",Manual,,"Brisbane, QLD"
12767,2021 Jeep Gladiator Night Eagle,"$76,868","4,815 km",Automatic,DEMO,"Southport, QLD"
12768,2012 Nissan Micra ST-L,"$8,988","129,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12769,2007 Mazda BT-50 B3000 DX (4X4),"$10,552","222,000 km",Manual,,"Bannockburn, QLD"
12770,2009 Toyota Hilux Workmate,"$13,000","215,000 km",Manual,,"Arundel, QLD"
12771,1997 Toyota Landcruiser (4X4),"$25,000","500,000 km",Manual,,"Mackay, QLD"
12772,1977 Holden HX Kingswood,"$35,000","224,728 km",Manual,,"Imbil, QLD"
12773,2006 Land Rover Discovery 3 HSE,"$9,000","247,000 km",Automatic,,"Cleveland, QLD"
12774,2002 Land Rover Discovery HSE,"$12,000","206,669 km",Automatic,,"Brisbane, QLD"
12775,1995 BMW 316I Compact,"$4,998","178,100 km",Automatic,USED Dealer ad,"Mansfield, QLD"
12776,2009 Mazda BT-50 B3000 SDX (4X4),"$7,600","324,573 km",Manual,,"Brisbane City, QLD"
12777,2010 Toyota Hilux Workmate,"$6,900","220,000 km",Manual,,"Brisbane, QLD"
12778,2004 BMW X3 2.5I,"$6,500","220,100 km",Automatic,,"RIVERSIDE CENTRE, QLD"
12779,2009 Mazda CX-7 Luxury (4X4),"$9,990","173,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12780,2009 Mitsubishi Lancer ES,"$11,990","149,885 km",Automatic,USED Dealer ad,"Southport, QLD"
12781,2014 Suzuki Swift GLX,"$16,990","150,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12782,2005 Ford Falcon XR6,"$10,990","166,220 km",Manual,USED Dealer ad,"Southport, QLD"
12783,2009 Mazda 6 Limited,"$10,990","180,158 km",Automatic,USED Dealer ad,"Southport, QLD"
12784,2006 Toyota Camry Altise Limited,"$9,980","194,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12785,2012 Toyota Yaris YR,"$12,888","170,220 km",Manual,USED Dealer ad,"Southport, QLD"
12786,2007 Suzuki Swift S,"$7,995","187,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12787,2008 Suzuki Swift S,"$8,990","170,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12788,2004 Holden Cruze ,"$7,990","129,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12789,2013 Toyota Yaris YR,"$13,888","170,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12790,2013 Toyota Camry Altise,"$17,990","119,800 km",Automatic,USED Dealer ad,"Southport, QLD"
12791,2010 Toyota Camry Altise,"$11,888","193,860 km",Automatic,USED Dealer ad,"Southport, QLD"
12792,2011 Ford Territory TX (rwd),"$14,990","166,420 km",Automatic,USED Dealer ad,"Southport, QLD"
12793,2005 Ford Falcon XR6T,"$17,990","188,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12794,2012 Toyota Yaris YR,"$11,988","128,221 km",Automatic,USED Dealer ad,"Southport, QLD"
12795,2009 Mazda 2 Maxx,"$9,990","146,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12796,2011 Mitsubishi Lancer SX,"$12,990","126,220 km",Manual,USED Dealer ad,"Southport, QLD"
12797,2011 Suzuki Swift GA,"$12,990","90,125 km",Manual,USED Dealer ad,"Southport, QLD"
12798,2005 Ford Falcon XR6,"$10,990",,Manual,USED Dealer ad,"Southport, QLD"
12799,2012 Hyundai IX35 Elite (awd),"$16,990","159,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12800,2006 Suzuki Swift S,"$7,990","184,587 km",Automatic,USED Dealer ad,"Southport, QLD"
12801,2011 Mazda 2 Maxx,"$10,990","141,220 km",Manual,USED Dealer ad,"Southport, QLD"
12802,2016 Hyundai Elantra Active 2.0 MPI,"$19,990","80,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12803,2007 Honda Civic VTI-L,"$10,990","80,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12804,2012 Mazda 2 Maxx,"$10,990","121,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12805,2006 Toyota HiAce LWB,"$17,988",,Manual,USED Dealer ad,"Southport, QLD"
12806,2011 Kia Cerato SI,"$10,999","120,112 km",Automatic,USED Dealer ad,"Southport, QLD"
12807,1990 Toyota Hilux (4X4),"$8,500","360,000 km",Manual,,"Victoria Point, QLD"
12808,2010 FPV F6 ,"$62,500","67,330 km",Automatic,,"Ferny Hills, QLD"
12809,2021 Jeep Gladiator Night Eagle,"$76,868","1,605 km",Automatic,DEMO,"Southport, QLD"
12810,2008 Honda Jazz GLI,"$9,990","129,224 km",Automatic,USED Dealer ad,"Southport, QLD"
12811,2012 Toyota RAV4 Cruiser (2WD),"$17,990","129,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12812,2007 Mitsubishi Lancer VR-X,"$9,990","188,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12813,2007 Toyota Hiace LWB,"$17,999",,Manual,USED Dealer ad,"Southport, QLD"
12814,2014 Mazda 3 Maxx,"$16,990","135,876 km",Automatic,USED Dealer ad,"Southport, QLD"
12815,2009 Mazda 3 SP23,"$9,990","179,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12816,2004 Subaru Forester X,"$11,990","184,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12817,2008 Holden Commodore SV6,"$16,990","160,220 km",Manual,USED Dealer ad,"Southport, QLD"
12818,1995 BMW 316I Compact,"$4,998","178,100 km",Automatic,USED Dealer ad,"Mansfield, QLD"
12819,2009 Mazda BT-50 B3000 SDX (4X4),"$7,600","324,573 km",Manual,,"Brisbane City, QLD"
12820,2010 Toyota Hilux Workmate,"$6,900","220,000 km",Manual,,"Brisbane, QLD"
12821,2004 BMW X3 2.5I,"$6,500","220,100 km",Automatic,,"RIVERSIDE CENTRE, QLD"
12822,2009 Mazda CX-7 Luxury (4X4),"$9,990","173,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12823,2009 Mitsubishi Lancer ES,"$11,990","149,885 km",Automatic,USED Dealer ad,"Southport, QLD"
12824,2014 Suzuki Swift GLX,"$16,990","150,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12825,2005 Ford Falcon XR6,"$10,990","166,220 km",Manual,USED Dealer ad,"Southport, QLD"
12826,2009 Mazda 6 Limited,"$10,990","180,158 km",Automatic,USED Dealer ad,"Southport, QLD"
12827,2006 Toyota Camry Altise Limited,"$9,980","194,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12828,2012 Toyota Yaris YR,"$12,888","170,220 km",Manual,USED Dealer ad,"Southport, QLD"
12829,2007 Suzuki Swift S,"$7,995","187,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12830,2008 Suzuki Swift S,"$8,990","170,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12831,2009 Nissan X-Trail ST (4X4),"$14,888","120,550 km",Automatic,USED Dealer ad,"Southport, QLD"
12832,2003 Holden Astra Convertible,"$7,990","124,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12833,2008 Ford Falcon ,"$12,990","184,250 km",Automatic,USED Dealer ad,"Southport, QLD"
12834,2008 Holden Commodore SV6,"$15,988","188,220 km",Manual,USED Dealer ad,"Southport, QLD"
12835,2010 Subaru Forester XS,"$9,988","186,742 km",Automatic,USED Dealer ad,"Southport, QLD"
12836,2004 Honda Jazz VTI-S,"$7,990","143,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12837,2010 Holden Commodore SV6,"$17,990","194,220 km",Manual,USED Dealer ad,"Southport, QLD"
12838,2010 Holden Commodore SV6,"$14,990","152,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12839,2007 Holden Captiva LX (4X4),"$8,998","168,221 km",Automatic,USED Dealer ad,"Southport, QLD"
12840,2010 Mazda 3 SP25,"$11,990","149,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12841,2011 Holden Commodore SV6,"$21,888","148,220 km",Manual,USED Dealer ad,"Southport, QLD"
12842,2005 Ford Falcon XL,"$7,980","197,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12843,2010 Mazda 3 Maxx Sport,"$11,990","139,020 km",Automatic,USED Dealer ad,"Southport, QLD"
12844,2011 Mazda 2 Maxx,"$10,990","141,220 km",Manual,USED Dealer ad,"Southport, QLD"
12845,2016 Hyundai Elantra Active 2.0 MPI,"$19,990","80,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12846,2007 Honda Civic VTI-L,"$10,990","80,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12847,2012 Mazda 2 Maxx,"$10,990","121,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12848,2006 Toyota HiAce LWB,"$17,988",,Manual,USED Dealer ad,"Southport, QLD"
12849,2011 Kia Cerato SI,"$10,999","120,112 km",Automatic,USED Dealer ad,"Southport, QLD"
12850,1990 Toyota Hilux (4X4),"$8,500","360,000 km",Manual,,"Victoria Point, QLD"
12851,2010 FPV F6 ,"$62,500","67,330 km",Automatic,,"Ferny Hills, QLD"
12852,2021 Jeep Gladiator Night Eagle,"$76,868","1,605 km",Automatic,DEMO,"Southport, QLD"
12853,2008 Honda Jazz GLI,"$9,990","129,224 km",Automatic,USED Dealer ad,"Southport, QLD"
12854,2012 Toyota RAV4 Cruiser (2WD),"$17,990","129,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12855,2007 Mitsubishi Lancer VR-X,"$9,990","188,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12856,2007 Toyota Hiace LWB,"$17,999",,Manual,USED Dealer ad,"Southport, QLD"
12857,2014 Mazda 3 Maxx,"$16,990","135,876 km",Automatic,USED Dealer ad,"Southport, QLD"
12858,2009 Mazda 3 SP23,"$9,990","179,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12859,2004 Subaru Forester X,"$11,990","184,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12860,2008 Holden Commodore SV6,"$16,990","160,220 km",Manual,USED Dealer ad,"Southport, QLD"
12861,2011 Holden Commodore Omega,"$16,988","176,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12862,2010 Mazda 3 Maxx Sport,"$12,990","149,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12863,2005 Honda Jazz GLI,"$7,990","129,820 km",Automatic,USED Dealer ad,"Southport, QLD"
12864,2008 Holden Commodore SS,"$21,988","149,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12865,2008 Holden Commodore Omega,"$11,988","210,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12866,2011 Toyota Corolla Ascent,"$11,990","141,241 km",Automatic,USED Dealer ad,"Southport, QLD"
12867,2006 Subaru Forester X Luxury,"$8,990","172,149 km",Automatic,USED Dealer ad,"Southport, QLD"
12868,2013 Great Wall V200 (4X4),"$12,990","129,220 km",Manual,USED Dealer ad,"Southport, QLD"
12869,2013 Holden Barina CDX,"$12,190","157,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12870,2008 Holden Commodore SV6,"$14,988","158,220 km",Manual,USED Dealer ad,"Southport, QLD"
12871,2005 Holden Commodore SS,"$23,988","218,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12872,2007 Holden Commodore Omega,"$9,990","214,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12873,2003 Nissan X-Trail ST-R (4X4),"$7,990","209,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12874,2009 Nissan X-Trail ST (4X4),"$14,888","120,550 km",Automatic,USED Dealer ad,"Southport, QLD"
12875,2003 Holden Astra Convertible,"$7,990","124,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12876,2008 Ford Falcon ,"$12,990","184,250 km",Automatic,USED Dealer ad,"Southport, QLD"
12877,2008 Holden Commodore SV6,"$15,988","188,220 km",Manual,USED Dealer ad,"Southport, QLD"
12878,2010 Subaru Forester XS,"$9,988","186,742 km",Automatic,USED Dealer ad,"Southport, QLD"
12879,2004 Honda Jazz VTI-S,"$7,990","143,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12880,2010 Holden Commodore SV6,"$17,990","194,220 km",Manual,USED Dealer ad,"Southport, QLD"
12881,2010 Holden Commodore SV6,"$14,990","152,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12882,2007 Holden Captiva LX (4X4),"$8,998","168,221 km",Automatic,USED Dealer ad,"Southport, QLD"
12883,2007 Holden Captiva LX (4X4),"$8,998","168,221 km",Automatic,USED Dealer ad,"Southport, QLD"
12884,2010 Mazda 3 SP25,"$11,990","149,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12885,2011 Holden Commodore SV6,"$21,888","148,220 km",Manual,USED Dealer ad,"Southport, QLD"
12886,2016 LDV G10 ,"$17,990","196,220 km",Automatic,USED Dealer ad,"Southport, QLD"
12887,2010 Mazda 3 Maxx Sport,"$11,990","139,020 km",Automatic,USED Dealer ad,"Southport, QLD"
